      timestamp ;              name ; ID ; HRT ;   deadline ; aff. ;   duration
366914608939934 ;  RT_DE_bitcount_S ;  1 ;   1 ;  189600000 ;    1 ;  119808547
366914732760987 ;  RT_DE_bitcount_S ;  1 ;   1 ;  189600000 ;    1 ;  113777480
366914850547551 ;  RT_DE_bitcount_S ;  1 ;   1 ;  189600000 ;    1 ;   24686041
366914879245793 ;  RT_DE_bitcount_S ;  1 ;   1 ;  189600000 ;    1 ;  624004465
366915507263077 ;  RT_DE_bitcount_S ;  1 ;   1 ;  189600000 ;    1 ;  791515906
366916302789099 ;  RT_DE_bitcount_S ;  1 ;   1 ;  189600000 ;    1 ;  762021428
366917068822963 ;  RT_DE_bitcount_S ;  1 ;   1 ;  189600000 ;    1 ;  688323323
366917761156699 ;  RT_DE_bitcount_S ;  1 ;   1 ;  189600000 ;    1 ;  113855112
366917879023427 ;  RT_DE_bitcount_S ;  1 ;   1 ;  189600000 ;    1 ;  124212327
366918007247345 ;  RT_DE_bitcount_S ;  1 ;   1 ;  189600000 ;    1 ;  121312305
366918132572033 ;  RT_DE_bitcount_S ;  1 ;   1 ;  189600000 ;    1 ;  120142623
366918256725188 ;  RT_DE_bitcount_S ;  1 ;   1 ;  189600000 ;    1 ;  125408423
366918386145040 ;  RT_DE_bitcount_S ;  1 ;   1 ;  189600000 ;    1 ;  114349047
366918504505854 ;  RT_DE_bitcount_S ;  1 ;   1 ;  189600000 ;    1 ;  124393394
366918632911401 ;  RT_DE_bitcount_S ;  1 ;   1 ;  189600000 ;    1 ;   30915700
366918667838790 ;  RT_DE_bitcount_S ;  1 ;   1 ;  189600000 ;    1 ;  125485045
366918797335851 ;  RT_DE_bitcount_S ;  1 ;   1 ;  189600000 ;    1 ;  114321894
366918915669824 ;  RT_DE_bitcount_S ;  1 ;   1 ;  189600000 ;    1 ;  124922132
366919044604185 ;  RT_DE_bitcount_S ;  1 ;   1 ;  189600000 ;    1 ;  114505667
366919163122607 ;  RT_DE_bitcount_S ;  1 ;   1 ;  189600000 ;    1 ;  124612889
366919291747692 ;  RT_DE_bitcount_S ;  1 ;   1 ;  189600000 ;    1 ;  115295367
366919411054255 ;  RT_DE_bitcount_S ;  1 ;   1 ;  189600000 ;    1 ;  124790425
366919539857035 ;  RT_DE_bitcount_S ;  1 ;   1 ;  189600000 ;    1 ;  114264291
366919658133322 ;  RT_DE_bitcount_S ;  1 ;   1 ;  189600000 ;    1 ;  123917014
366919786061707 ;  RT_DE_bitcount_S ;  1 ;   1 ;  189600000 ;    1 ;  111320608
366919901394395 ;  RT_DE_bitcount_S ;  1 ;   1 ;  189600000 ;    1 ;  124519601
366920029925531 ;  RT_DE_bitcount_S ;  1 ;   1 ;  189600000 ;    1 ;  114261470
366920148198954 ;  RT_DE_bitcount_S ;  1 ;   1 ;  189600000 ;    1 ;  124680565
366920276891510 ;  RT_DE_bitcount_S ;  1 ;   1 ;  189600000 ;    1 ;  114301125
366920395204503 ;  RT_DE_bitcount_S ;  1 ;   1 ;  189600000 ;    1 ;  124707690
366920523924692 ;  RT_DE_bitcount_S ;  1 ;   1 ;  189600000 ;    1 ;  114538903
366920642475118 ;  RT_DE_bitcount_S ;  1 ;   1 ;  189600000 ;    1 ;  124713428
366920771200426 ;  RT_DE_bitcount_S ;  1 ;   1 ;  189600000 ;    1 ;  114204692
366920889416711 ;  RT_DE_bitcount_S ;  1 ;   1 ;  189600000 ;    1 ;  125172822
366921018602054 ;  RT_DE_bitcount_S ;  1 ;   1 ;  189600000 ;    1 ;  114399463
366921137013142 ;  RT_DE_bitcount_S ;  1 ;   1 ;  189600000 ;    1 ;  124743445
366921265767959 ;  RT_DE_bitcount_S ;  1 ;   1 ;  189600000 ;    1 ;  111621927
366921381402337 ;  RT_DE_bitcount_S ;  1 ;   1 ;  189600000 ;    1 ;  124794692
366921510208325 ;  RT_DE_bitcount_S ;  1 ;   1 ;  189600000 ;    1 ;  114384161
366921628604428 ;  RT_DE_bitcount_S ;  1 ;   1 ;  189600000 ;    1 ;  125026601
366921757643843 ;  RT_DE_bitcount_S ;  1 ;   1 ;  189600000 ;    1 ;  115386399
366921877041692 ;  RT_DE_bitcount_S ;  1 ;   1 ;  189600000 ;    1 ;  124721660
366922005775854 ;  RT_DE_bitcount_S ;  1 ;   1 ;  189600000 ;    1 ;  114419201
366922124207269 ;  RT_DE_bitcount_S ;  1 ;   1 ;  189600000 ;    1 ;  124622242
366922252841807 ;  RT_DE_bitcount_S ;  1 ;   1 ;  189600000 ;    1 ;  112050876
366922368903970 ;  RT_DE_bitcount_S ;  1 ;   1 ;  189600000 ;    1 ;  113893405
366922486806309 ;  RT_DE_bitcount_S ;  1 ;   1 ;  189600000 ;    1 ;  125385796
