      timestamp ;                Chain ; ID ;   deadline ; aff. ;   duration
   133363740543 ; SignalDataProcessing ;  1 ; 10000000000 ;  488035975
   133855776217 ; SignalDataProcessing ;  1 ; 10000000000 ;  466877707
   134326653614 ; SignalDataProcessing ;  1 ; 10000000000 ;  466442116
   134797095273 ; SignalDataProcessing ;  1 ; 10000000000 ;  466616721
   135267712444 ; SignalDataProcessing ;  1 ; 10000000000 ;  466902197
   135738611943 ; SignalDataProcessing ;  1 ; 10000000000 ;  466736345
   136208851603 ; SignalDataProcessing ;  1 ; 10000000000 ;  230829185
   136443661573 ; SignalDataProcessing ;  1 ; 10000000000 ;  230988755
   136678631767 ; SignalDataProcessing ;  1 ; 10000000000 ;  231179190
   136913791651 ; SignalDataProcessing ;  1 ; 10000000000 ;  230905773
   137148677640 ; SignalDataProcessing ;  1 ; 10000000000 ;  231694461
   137384352802 ; SignalDataProcessing ;  1 ; 10000000000 ;  231251975
   137619585637 ; SignalDataProcessing ;  1 ; 10000000000 ;  231001060
   137854566097 ; SignalDataProcessing ;  1 ; 10000000000 ;  231427634
   138089973234 ; SignalDataProcessing ;  1 ; 10000000000 ;  231234013
   138325187779 ; SignalDataProcessing ;  1 ; 10000000000 ;  231090876
   138560257067 ; SignalDataProcessing ;  1 ; 10000000000 ;  230634887
   138794872338 ; SignalDataProcessing ;  1 ; 10000000000 ;  231455006
   139030307085 ; SignalDataProcessing ;  1 ; 10000000000 ;  235640185
   139269926543 ; SignalDataProcessing ;  1 ; 10000000000 ;  231719992
   139505626103 ; SignalDataProcessing ;  1 ; 10000000000 ;  231291301
   139740892046 ; SignalDataProcessing ;  1 ; 10000000000 ;  231847059
   139976720421 ; SignalDataProcessing ;  1 ; 10000000000 ;  231207301
   140211653442 ; SignalDataProcessing ;  1 ; 10000000000 ;  231431259
   140447064514 ; SignalDataProcessing ;  1 ; 10000000000 ;  231445108
   140682488904 ; SignalDataProcessing ;  1 ; 10000000000 ;  234979981
   140921448355 ; SignalDataProcessing ;  1 ; 10000000000 ;  230999967
   141156429165 ; SignalDataProcessing ;  1 ; 10000000000 ;  231212420
   141391621581 ; SignalDataProcessing ;  1 ; 10000000000 ;  230998114
   141626600166 ; SignalDataProcessing ;  1 ; 10000000000 ;  231456119
   141862035361 ; SignalDataProcessing ;  1 ; 10000000000 ;  231159887
   142097175166 ; SignalDataProcessing ;  1 ; 10000000000 ;  237162638
   142338318070 ; SignalDataProcessing ;  1 ; 10000000000 ;  235613467
   142577910821 ; SignalDataProcessing ;  1 ; 10000000000 ;  231225700
   142813116604 ; SignalDataProcessing ;  1 ; 10000000000 ;  231032784
   143048128916 ; SignalDataProcessing ;  1 ; 10000000000 ;  231385993
   143283496056 ; SignalDataProcessing ;  1 ; 10000000000 ;  231698840
   143519170850 ; SignalDataProcessing ;  1 ; 10000000000 ;  230624982
   143753774907 ; SignalDataProcessing ;  1 ; 10000000000 ;  230906692
   143988661215 ; SignalDataProcessing ;  1 ; 10000000000 ;  231569807
   144224209897 ; SignalDataProcessing ;  1 ; 10000000000 ;  230351918
   144458543110 ; SignalDataProcessing ;  1 ; 10000000000 ;  231380322
   144693904209 ; SignalDataProcessing ;  1 ; 10000000000 ;  230892994
   144928777307 ; SignalDataProcessing ;  1 ; 10000000000 ;  231076604
   145163833443 ; SignalDataProcessing ;  1 ; 10000000000 ;  235353853
   145403167314 ; SignalDataProcessing ;  1 ; 10000000000 ;  230710169
   145637857700 ; SignalDataProcessing ;  1 ; 10000000000 ;  231529429
