   timestamp ;      Chain ; ID ;   deadline ; affinity ;             duration
83679464875305 ; SignalDataProcessing ;  1 ; 4700000000 ;        0 ;  149279413
83679614170808 ; SignalDataProcessing ;  1 ; 4700000000 ;        0 ; 8170457386
