      timestamp ;                 name ; ID ; HRT ;   deadline ; aff. ;   duration
158917616508065 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  391267681
158918011787452 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  310622140
158918326423338 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  443810504
158918774244295 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;   18304340
158918796559140 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  434758210
158919235323064 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  448683330
158919688011512 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  454953187
158920146970991 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  448748287
158920599726527 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  454336416
158921058069259 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  448617277
158921510692670 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  455230592
158921969930403 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ; 4997141306
158926971081485 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  147243299
158927122335579 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ; 2216242946
158929342587536 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  267815766
158929614411520 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  441674729
158930060097363 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  450187612
158930514290255 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  452517755
158930970813282 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  453153984
158931427971817 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  448846543
158931880823591 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  450759498
158932335589931 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  450310912
158932789910245 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  149114754
158932943036202 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  311987676
158933259032548 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  445090089
158933708129423 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  454433807
158934166569998 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  448707215
158934619285592 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  454511035
158935077801749 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  448501158
158935530307874 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  455389968
158935989703046 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ; 1301716033
158937295426389 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ; 1336488426
158938635926138 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  144537157
158938784474387 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ; 1221809630
158940010293649 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ; 1181575758
158941195876052 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ; 1157224063
158942357106423 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ; 1362286259
158943723398717 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  197762726
158943925170782 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ; 1106087007
158945035267962 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  267881655
158945307157732 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  441544559
158945752707373 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  448537888
158946205252300 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  453868969
158946663127867 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  448631507
158947115766322 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  452633011
158947572406591 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  448868288
158948025281729 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  451988310
158948481277166 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  449444650
158948934728619 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ; 1225758679
158950164493919 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ; 1276232411
158951444733700 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ; 2140030734
158953588774265 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  259495576
158953852280631 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ; 1361946598
158955218233488 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ; 1232732032
158956454972316 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ; 1159505134
158957618483368 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  606295134
158958228787768 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  401815152
158958634613481 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  310429709
158958949052470 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  443597591
158959396660362 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;   19203597
158959419874419 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  437382405
158959861265682 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  453753271
158960319026621 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  445005172
158960768037896 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  454406862
158961226449888 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  448383361
158961678843314 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  453083070
158962135931230 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ; 1317251669
158963457188790 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ; 1571597972
158965032794135 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ; 1227205136
158966264007653 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ; 1186442095
158967454455985 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ; 1263025378
158968721492790 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;   58041182
158968783543972 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ; 1287178946
158970074730301 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ; 1031434423
158971110173851 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  402215828
158971516395128 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  310500110
158971830902187 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  449918219
158972284829764 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  445467934
158972734306222 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  148348107
158972886663886 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ; 5515447515
158978406117167 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ; 1987447117
158980397572668 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  267908161
158980669490935 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  441907030
158981115408320 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  449024371
158981568442230 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  444703603
158982017153103 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  454137148
158982475295410 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  448953209
158982928258586 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  149096059
158983081365647 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  315754964
158983401129456 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  440893163
158983846031445 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  453602765
158984303639133 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  448577687
158984756222127 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  451142927
158985211371925 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  451098754
158985666479470 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  448160967
158986118644993 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  450771055
158986573421119 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  448907841
158987026334149 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ; 1385397017
158988415738060 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ; 1277275393
158989697022916 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ; 1179306662
158990880339555 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ; 1186700182
158992071045604 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ; 1362979193
158993438030711 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ; 1324565290
158994766605272 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ; 1097066370
158995867678832 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  445358089
158996317044392 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  444974517
158996766024441 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  448564440
158997218595998 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  451166535
158997673769319 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  447091893
158998124866395 ;     RT_VR_bitcount_S ;  1 ;   1 ;  250000000 ;    1 ;  149662685
