      timestamp ;              Chain ; ID ;   deadline ;   duration
158085169498672 ; DatabaseEncryption ;  1 ; 10000000000 ;  236923418
158085407304848 ; DatabaseEncryption ;  1 ; 10000000000 ;  155569654
158085647500886 ; DatabaseEncryption ;  1 ; 10000000000 ;  149626669
158085898571195 ; DatabaseEncryption ;  1 ; 10000000000 ;  138793204
158086147298860 ; DatabaseEncryption ;  1 ; 10000000000 ;  128438804
158086279735377 ; DatabaseEncryption ;  1 ; 10000000000 ;  239316959
158086522962165 ; DatabaseEncryption ;  1 ; 10000000000 ;  242949324
158086769818086 ; DatabaseEncryption ;  1 ; 10000000000 ;  242791152
158087016517345 ; DatabaseEncryption ;  1 ; 10000000000 ;  244069165
158087264501211 ; DatabaseEncryption ;  1 ; 10000000000 ;  242854733
158087511283310 ; DatabaseEncryption ;  1 ; 10000000000 ;  242682749
158087757884969 ; DatabaseEncryption ;  1 ; 10000000000 ;  243344302
158088005136083 ; DatabaseEncryption ;  1 ; 10000000000 ;  244356743
158088253381411 ; DatabaseEncryption ;  1 ; 10000000000 ;  243738180
158088501018830 ; DatabaseEncryption ;  1 ; 10000000000 ;  247122209
158088752063320 ; DatabaseEncryption ;  1 ; 10000000000 ;  242810723
158088998786471 ; DatabaseEncryption ;  1 ; 10000000000 ;  166944167
158089245105677 ; DatabaseEncryption ;  1 ; 10000000000 ;  149783291
158089497523760 ; DatabaseEncryption ;  1 ; 10000000000 ;  141122620
158089748622505 ; DatabaseEncryption ;  1 ; 10000000000 ;  128439450
158089881053650 ; DatabaseEncryption ;  1 ; 10000000000 ;  241475613
158090126445086 ; DatabaseEncryption ;  1 ; 10000000000 ;  243734656
158090374087836 ; DatabaseEncryption ;  1 ; 10000000000 ;  247504251
158090625528272 ; DatabaseEncryption ;  1 ; 10000000000 ;  244212813
158090873666450 ; DatabaseEncryption ;  1 ; 10000000000 ;  242465029
158091120042166 ; DatabaseEncryption ;  1 ; 10000000000 ;  243110205
158091367037405 ; DatabaseEncryption ;  1 ; 10000000000 ;  247743922
158091618689078 ; DatabaseEncryption ;  1 ; 10000000000 ;  243515375
